incident_info,description,start_dt,quadrant,longitude,latitude,incident_count
 Deerfoot Trail and 16 Avenue NE ,Two vehicle incident.  Blocking the SB right shoulder,2025-07-25 09:51:35,NE,-114.02815472130985,51.06752606165724,1
 96 Avenue and Harvest Hills Blvd NE ,"Traffic signals work in progress. CPS directing traffic, please drive with caution.",2025-07-25 08:52:38,NE,-114.06932157801002,51.14248844469545,1
 Eastbound Stoney Trail and Spruce Meadows Wy SW ,Traffic incident. Blocking the left lane,2025-07-25 02:28:12,SW,-114.0899399341654,50.89338655351513,1
 51 Avenue and 68 Street SE ,Traffic incident.,2025-07-25 00:23:33,SE,-113.93515604476498,51.007847962574026,1
 Templeside Road and 60 Street NE ,Traffic incident.,2025-07-24 21:39:31,NE,-113.9467547450399,51.08257262482187,1
 11 Street and 21 Avenue SE ,Traffic incident.,2025-07-24 21:37:39,SE,-114.03676211735107,51.03458073733506,1
 Beddington Boulevard and Centre Street NW ,Traffic incident.,2025-07-24 19:23:32,NW,-114.07152484565572,51.12486570896814,1
 Southbound Macleod Trail and Canyon Meadows Drive SE ,Traffic incident.,2025-07-24 18:51:10,SE,-114.06874595902744,50.931466069965616,1
 17 Avenue and 100 Street SE ,Traffic incident.,2025-07-24 18:11:37,SE,-113.88866023751676,51.03783793475805,1
 Westbound 64 Avenue and 4 Street NE ,Traffic incident. Blocking the right lane,2025-07-24 17:55:39,NE,-114.05741679088736,51.11065451162039,1
 Centre Street and Beddington Boulevard NE ,Traffic incident.,2025-07-24 17:45:43,NE,-114.07134969064138,51.12513262761122,1
 52 Street and Stoney Trail SE ,Traffic incident. Blocking the right lane,2025-07-24 17:29:02,SE,-113.95345194539196,50.90406448029309,1
 Northbound Metis Trail and 88 Avenue NE ,Two vehicle incident. Blocking the right lane,2025-07-24 17:23:34,NE,-113.97087139153,51.13262624857229,1
 Westbound Crowchild Trail and 53 Street NW ,Two vehicle incident. Blocking the right lane,2025-07-24 17:16:09,NW,-114.16559103233264,51.10575062580579,1
 Northbound Stoney Trail and McKnight Boulevard NE ,Multi-vehicle incident.,2025-07-24 17:06:55,NE,-113.91853935203228,51.09199291606381,1
 60 Street and 88 Avenue NE ,Traffic incident.,2025-07-24 16:37:38,NE,-113.94730031358404,51.13260227093562,1
 Southbound Deerfoot Trail after Mckenzie Lake Boulevard SE ,Multi-vehicle incident. Blocking the right lane,2025-07-24 16:28:12,SE,-113.97550214611684,50.90928104363167,1
 Eastbound Crowchild Trail and Stoney Trail NW ,Multi-vehicle incident. Blocking the two right lanes,2025-07-24 16:24:25,NW,-114.2346053098561,51.13387148399331,1
 Glenmore Trail and Stoney Trail SW ,Traffic incident.,2025-07-24 15:27:23,SW,-114.15703125028156,51.008798221370526,1
 Northbound Stoney Trail and 88 Street SE ,Traffic incident.,2025-07-24 15:20:33,SE,-113.9099915170806,50.90872318802005,1
 Mount Royal Gate and Crowchild Trail SW ,Traffic incident.,2025-07-24 15:09:37,SW,-114.12076034261146,51.00876735008018,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Two vehicle incident. blocking multiple lanes,2025-07-24 12:28:20,SE,-114.03529199543851,50.994735156960296,1
 Westbound 16 Avenue and 19 Street NW ,Traffic incident. blocking the right lane,2025-07-24 10:26:20,NW,-114.10635020132074,51.06690537585931,1
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident. blocking the right lane,2025-07-24 10:22:28,SE,-114.03383120298952,50.997956637578376,1
 Eastbound McKnight Boulevard and Barlow Trail SE ,Traffic incident. blocking the left lane,2025-07-24 09:03:08,SE,-114.00392186705544,51.09289628190902,1
 Elbow Drive and 58 Avenue SW ,Traffic signals are flashing red. Crews have been dispatched,2025-07-24 08:33:53,SW,-114.08177666265227,51.00152740137329,1
 Northbound Stoney Trail and Country Hills Boulevard NE ,Single vehicle incident.,2025-07-24 07:45:45,NE,-113.91967797509288,51.15012659352565,1
 Westbound Southland Drive and Blackfoot Trail SE ,Traffic incident. blocking the right exit lane,2025-07-24 07:43:48,SE,-114.03933996015512,50.96560392525218,1
 Elbow Drive and 47 Avenue SW ,Traffic signals are flashing red. Crews have been dispatched,2025-07-24 06:53:04,SW,-114.08127087978892,51.011393964094616,1
 Peigan Trail and Barlow Trail SE ,Traffic signals are blank.  Crews have been dispatched,2025-07-24 06:31:39,SE,-114.003426892631,51.01495911572625,1
 17 Avenue and Deerfoot Trail SE ,Traffic signals are blank. Crews have been dispatched,2025-07-24 06:28:53,SE,-114.0101336153604,51.03705070877336,1
 Northbound Stoney Trail approaching 16 Avenue NE ,Traffic incident.,2025-07-24 06:27:12,NE,-113.92077675273522,51.07458055246103,1
 Eastbound Glenmore Trail at 14 Street SW ,Traffic incident.  Blocking the right lane,2025-07-24 00:06:10,SW,-114.0945394801842,50.9940317781664,1
 8 Avenue and Macleod Trail SE ,Traffic incident.,2025-07-23 23:10:20,SW,-114.05811401708448,51.04540210275154,1
 17 Avenue and 5 Street SW ,"There is an incident involving a pedestrian- EMS on site. The road is closed in all directions, use alternate route",2025-07-23 22:16:53,SW,-114.07429066322574,51.03782951232833,1
 Northbound Deerfoot Trail and 32 Avenue NE ,Two vehicle incident.  Blocking multiple lanes,2025-07-23 21:18:45,NE,-114.03066491928224,51.07867956787455,1
 Northbound Deerfoot Trail approaching McKnight Boulevard NE ,Two vehicle incident. Blocking multiple lanes,2025-07-23 21:18:45,NE,-114.04781390753716,51.09614747992273,1
 McKnight Boulevard and Stoney Trail NE ,Traffic incident.,2025-07-23 19:40:30,NE,-113.92852605977455,51.096193842518296,1
 Southbound Deerfoot Trail and Glenmore Trail SE	 ,Multi-vehicle incident. Blocking the two right lanes,2025-07-23 17:19:32,SE,-114.03200562290444,51.00056014974262,1
 Southbound Deerfoot Trail and Mckenzie Lake Boulevard SE ,Traffic incident. Blocking the right lane,2025-07-23 17:03:08,SE,-113.9755331408036,50.90820216691667,1
 Northbound Deerfoot Trail and Glenmore Trail SE ,Two vehicle incident.,2025-07-23 16:58:49,SE,-114.03490307166987,50.9929898117558,1
 Eastbound 16 Avenue and Deerfoot Trail NE ,Traffic incident. Blocking the left lane,2025-07-23 16:29:29,NE,-114.02855127153023,51.06737988287637,1
 Northbound 52 Street and Stoney Trail SE ,Two vehicle incident. Blocking the middle lane,2025-07-23 16:12:30,SE,-113.94676541217028,50.90405559972132,1
 Northbound Stoney Trail after Crowchild Trail NW ,Stalled vehicle.,2025-07-23 15:58:07,NW,-114.21552675058406,51.1377169135534,1
 Southbound Deerfoot Trail at Barlow Exit ramp SE ,Traffic incident. Blocking the right lane,2025-07-23 13:51:47,SE,-114.00435687652468,51.01726909809877,1
 Eastbound 16 Avenue and 36 Street NE ,Two vehicle incident. Blocking the right lane,2025-07-23 13:50:33,NE,-113.98031080311132,51.066820394156906,1
 Southbound Barlow Trail and Peigan Trail SE ,Two vehicle incident. Blocking the middle lane,2025-07-23 13:45:22,SE,-114.003426892631,51.01495911572625,1
 Stoney Trail and Metis Trail NE ,Traffic incident. Partially blocking the EB to SB exit ramp,2025-07-23 12:01:11,NE,-113.96994403573788,51.17236259822413,1
 Country Hills Boulevard and Corner Meadows Gate NE ,Traffic signals are blank. Crew has been dispatched,2025-07-23 10:16:25,NE,-113.93366352975345,51.154375740560496,1
 Northbound Macleod Trail approaching Heritage Drive SW ,Two vehicle incident.,2025-07-23 09:38:29,SW,-114.07147466517418,50.97796977113487,1
 Westbound Peigan Trail east of Stoney Trail SE ,Two vehicle incident. Partially blocking the NB to EB on-ramp,2025-07-23 07:20:52,SE,-113.91659785581548,51.01556623770748,1
 36 Street and 88 Avenue NE ,Traffic incident.,2025-07-22 23:16:58,NE,-113.98171697792932,51.13203072853751,1
 Shawnessy Drive and Shawmeadows Gate SW ,Traffic incident.,2025-07-22 22:04:43,SW,-114.07336064926989,50.91079856783449,1
 Eastbound Mcknight Blvd and Metis Trail NE ,Multi-vehicle incident. Blocking multiple lanes,2025-07-22 17:09:36,NE,-113.98281047227708,51.09565382989204,1
 Southbound Crowchild Trail and 50 Avenue SW ,Traffic incident.,2025-07-22 17:01:50,SW,-114.1181512101848,51.00768980377654,1
 16 Avenue and 100 Street NE ,Traffic incident.,2025-07-22 16:56:40,NE,-113.88826624452444,51.06701272341779,1
 14 Avenue and 20 Street NW ,There is an incident involving a pedestrian- EMS on site.,2025-07-22 15:03:14,NW,-114.10778173259484,51.065157545053815,1
 Westbound Stoney Trail and Deerfoot Trail SE ,Stalled vehicle.,2025-07-22 13:57:29,SE,-113.96596872481956,50.90247703858509,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Two vehicle incident.,2025-07-22 13:49:53,SE,-114.03125113526453,51.00167697720638,1
 17 Avenue and Richmond Road SW ,Multi-vehicle incident. Partially blocking the NB right turn lane,2025-07-22 10:16:12,SW,-114.11115348216092,51.03771054960378,1
 17 Avenue and Richmond Road SW ,Multi-vehicle incident. Blocking the NB and EB lanes,2025-07-22 10:16:12,SW,-114.11119830761616,51.03785218539113,1
 24 Street and Oakfield Drive SW ,Traffic signals are blank. Crew has been dispatched,2025-07-22 10:11:01,SW,-114.11796373086364,50.954090251443326,1
 Southbound Deerfoot Trail approaching 16 Avenue NE ,Two vehicle incident.  Blocking the right shoulder,2025-07-22 07:57:08,NE,-114.02855127153023,51.06737988287637,1
 Southbound Deerfoot Trail approaching 16 Avenue NE ,Two vehicle incident. Blocking the right lane,2025-07-22 07:57:08,NE,-114.02690812143102,51.06943100236822,1
 Eastbound Glenmore Trail at Crowchild Trail SW ,Hazardous Road Condition. Blocking the right lane,2025-07-22 06:47:47,SW,-114.1182358443722,51.00028823549633,1
 Eastbound Glenmore Trail at Crowchild Trail SW ,Hazardous Road Condition.,2025-07-22 06:47:47,SW,-114.1176978134002,51.000206611881374,1
 Eastbound Glenmore Trail approaching 14 Street SW ,Stalled vehicle. Blocking the right shoulder,2025-07-22 06:23:55,SW,-114.10146743553044,50.99605649606108,1
 Southbound Tsuut&#39;ina Trail b/w Glenmore Trail and 90 Avenue SW ,Hazardous Road Condition. The road is closed SB due to pooling water.,2025-07-22 05:51:15,SW,-114.16795967172588,50.99268775827188,1
 Westbound Memorial Drive and Deerfoot Trail NE ,Traffic incident. Blocking the left lane,2025-07-22 01:11:16,NE,-114.01903052734484,51.04897493364187,1
 84 Street south of 120 Avenue NE ,Traffic incident.,2025-07-22 00:59:41,NE,-113.91173801822524,51.15866985956999,1
 17 Avenue and 36 Street SE ,There is an incident involving a pedestrian- EMS on site.  Blocking the WB lanes,2025-07-21 23:15:45,SE,-113.9816833865031,51.03774857530176,1
 Beddington Trail and Hidden Creek Drive NW ,Traffic incident.,2025-07-21 22:40:43,NW,-114.10573934768722,51.153679285543184,1
 Spruce Meadows Green and 24 Street SW ,Traffic incident.,2025-07-21 21:56:17,SW,-114.12191702488062,50.890674661850575,1
 Eastbound Stoney Trail west of 69 Street SW ,Traffic incident.,2025-07-21 21:43:13,SW,-114.21048655536262,51.01896404912244,1
 Eastbound Glenmore Trail and Stoney Trail SE ,Multi-vehicle incident. Blocking the right lane,2025-07-21 20:17:45,SE,-113.9252396147721,50.97941588615733,1
 Eastbound Glenmore Trail and Stoney Trail SE ,Multi-vehicle incident.  Blocking the right lane. The ramp on to SB Stoney Trail is closed.,2025-07-21 20:17:45,SE,-113.92465203245985,50.97819307057744,1
 96 Avenue and Cornerstone Drive NE ,Traffic incident.,2025-07-21 19:19:41,NE,-113.93510489881945,51.139653779908485,1
 Southbound Deerfoot Trail approaching Glenmore Trail SE ,Traffic incident. Blocking the two right lanes,2025-07-21 19:04:34,SE,-114.03253450373988,50.99978688062736,1
 Eastbound 17 Avenue and Stoney Trail SE ,Traffic incident.,2025-07-21 18:49:20,SE,-113.92327110839464,51.03773012719612,1
 Southbound 68 Street and Glenmore Trail SE ,Multi-vehicle incident. Blocking the left lane,2025-07-21 17:54:23,SE,-113.93486322147066,50.97793014464999,1
 210 Avenue and Sheriff King Street SW ,There is an incident involving a pedestrian- EMS on site.,2025-07-21 17:37:55,SW,-114.0708944236646,50.863156887295816,1
 McKnight Boulevard and John Laurie Boulevard NW ,Traffic incident.,2025-07-21 17:28:26,NW,-114.08331794348672,51.09731627341211,1
 Glenmore Trail and Barlow Trail SE ,Traffic incident.,2025-07-21 16:48:28,SE,-113.98215970103224,50.9795926216938,1
 Northbound Macleod Trail and Southport Road SW ,Traffic incident. The left lane is closed,2025-07-21 16:39:39,SW,-114.07168674021024,50.95755269341506,1
 9 Avenue and 85 Street SW ,There is an incident involving a pedestrian- EMS on site.,2025-07-21 16:27:39,SW,-114.21140145822804,51.059702797422055,1
 Eastbound 17 Avenue and 68 Street SE ,Traffic incident.,2025-07-21 15:58:36,SE,-113.93552979117048,51.03786599588219,1
 Northbound Deerfoot Trail and 32 Avenue NE ,Traffic incident.,2025-07-21 15:21:59,NE,-114.03353174133952,51.08131716181113,1
 Memorial Drive and 28 Street SE ,Traffic incident.,2025-07-21 15:19:51,SE,-113.99177556128885,51.04891092786114,1
 Northbound Deerfoot Trail and 64 Avenue NE ,Traffic incident.,2025-07-21 14:50:57,NE,-114.04689124604842,51.11353166239344,1
 Centre Street and 4 Avenue SW ,Traffic incident.,2025-07-21 14:41:23,SW,-114.0627325583412,51.04932876685259,1
 24 Street and 162 Avenue SW ,Traffic incident.,2025-07-21 14:40:23,SW,-114.1171917643232,50.90637588763613,1
 Blackfoot Trail and 77 Avenue SE ,Traffic incident. Farmers market entrance,2025-07-21 14:17:16,SE,-114.05184094317148,50.98479748315097,1
 Eastbound Bow Trail at 26 Street SW ,Traffic incident. Blocking the EB left lane and left turn lane,2025-07-21 12:14:50,SW,-114.12364274980682,51.04150722937568,1
 Centre Street and 2 Avenue S ,Traffic incident.  Blocking the SB right lane,2025-07-21 08:21:26,SE,-114.06262430174084,51.051226735898425,1
 Southbound Stoney Trail after 16 Avenue NE ,Traffic incident. Blocking the right lane,2025-07-21 07:47:53,NE,-113.920873088384,51.05800315754645,1
 Westbound 16 Avenue approaching Deerfoot Trail NE ,Multi-vehicle incident. Blocking the right lane,2025-07-21 07:27:55,NE,-114.02244221593348,51.06716645134886,1
 Northbound Deerfoot Trail approaching Anderson Road SE ,Traffic incident. Blocking the left lane,2025-07-21 07:02:10,SE,-114.01532774379338,50.95180308628318,1
 52 Street b/w 32 Avenue and Temple Drive NE ,Two vehicle incident. The road is closed NB and SB.,2025-07-21 05:11:36,NE,-113.95846067913328,51.083403611119294,1
 52 Street and 32 Avenue NE ,Two vehicle incident. Road closed. Please use alternative route,2025-07-21 05:11:36,NE,-113.95892972240982,51.08157590606487,1
 Northmount Drive and Northland Drive NW ,There is an incident involving a pedestrian- EMS Dispatched.,2025-07-20 14:46:09,NW,-114.14140218022304,51.0960261776795,1
 31 Street and 17 Avenue SE ,There is an incident involving a pedestrian- EMS Dispatched. Blocking the EB right lane,2025-07-20 14:23:44,SE,-113.98943030429795,51.03775654473663,1
 Varsity Drive and 53 Street NW ,Traffic incident.,2025-07-20 13:53:01,NW,-114.16448061074811,51.093301518480025,1
 Country Hills Boulevard and Hamptons Boulevard NW ,Traffic incident.,2025-07-20 12:00:18,NW,-114.15709486999351,51.13883714136036,1
 13978 52 Street SE ,Traffic signals are flashing red. Crews have been dispatched,2025-07-20 11:01:07,SE,-113.9578970501766,50.92900109431133,1
 Westbound 16 Avenue and Deerfoot Trail NE ,Traffic incident. blocking the left lane,2025-07-20 10:07:42,NE,-114.02855127153023,51.06737988287637,1
 Blackfoot Trail and Highfield Road SE ,Traffic signals are flashing red. Blocking multiple lanes,2025-07-20 04:42:30,SE,-114.04783764254884,51.02101216904342,1
 Blackfoot Trail and Hightfield Road SE ,Traffic incident. Blocking multiple lanes,2025-07-20 01:51:13,SE,-114.04789298368216,51.02091083165607,1
 144 Avenue and Sarcee Trail NW ,Traffic incident.,2025-07-19 21:44:36,NW,-114.17615226754268,51.18311082868298,1
 Canyon Meadows Drive and Park Estates Drive SE ,Traffic incident.,2025-07-19 20:32:15,SE,-114.04521923406348,50.92886067624888,1
 Deerfoot Trail and Cranston Gate SE ,Traffic incident.,2025-07-19 18:59:21,SE,-113.96933965604478,50.85714532273144,1
 Stoney Trail and Country Hills Boulevard NW ,Traffic incident.,2025-07-19 18:57:38,NW,-114.20367417991775,51.144915896896,1
 144 Avenue and 1 Street NE ,Traffic signals are flashing red. Crew has been dispatched,2025-07-19 18:39:05,NE,-114.07122865520584,51.18341538229345,1
 Shawnessy Boulevard and Millrise Drive SW ,Traffic incident.,2025-07-19 15:05:46,SW,-114.09258991705644,50.9139588016101,1
 Memorial Drive at Deerfoot Trail SE ,Multi-vehicle incident. Blocking the SB right lane and WB left lane,2025-07-19 13:32:41,SE,-114.01881062997823,51.049028278318,1
 Symons Valley Py and 14 Street NW ,Traffic incident.,2025-07-19 12:49:41,NW,-114.09530154403414,51.18154838705316,1
 Eastbound Stoney Trail and Macloed Trail SW ,Traffic incident.,2025-07-19 12:24:25,SW,-114.0547476544712,50.89271586325541,1
 Eastbound Heritage Drive and Bonaventure Drive SE ,Traffic incident. Blocking the right lane,2025-07-19 11:51:06,SE,-114.06795583129922,50.979568286305295,1
 Eastbound Glenmore Trail and 14 Street SW ,Traffic incident.,2025-07-19 11:16:37,SW,-114.1015958037183,50.996389277233774,1
 19 Street and Northmount Drive NW ,Traffic signals are flashing red. Crews have been dispatched,2025-07-19 10:42:15,NW,-114.10912468189794,51.08754718512351,1
 Shaganappi Trail and Bowness Road NW ,Traffic incident.,2025-07-19 07:53:45,NW,-114.14948265214024,51.06361478172746,1
 Anderson Road and Acadia Drive SE ,Traffic signals work in progress. CPS is directing traffic,2025-07-19 07:50:42,SE,-114.0441397646458,50.94833141130061,1
 Eastbound 5 Avenue and 3 Street SE ,Multi-vehicle incident. The right lane is closed,2025-07-19 01:40:30,SE,-114.05544459163724,51.04820019482668,1
 Country Hills Boulevard and Cornerstone Boulevard NE ,Traffic incident.,2025-07-19 00:59:30,NE,-113.93821206244772,51.1544418777075,1
 Northbound Metis Trail and Stoney Trail NE ,Traffic incident. The right lane is closed,2025-07-18 23:52:04,NE,-113.9689482810652,51.1734994245398,1
